Smoke red room\nT Spawn 5 (JT);smoke;-392.000244;-2224.000244;-163.255737;-34.08559;92.732597
Smoke cave entrance (JT);smoke;-687.973022;-2467.972656;-153.928467;-27.621035;62.843906
Smoke B site (JT);smoke;-391.971497;-2042.114014;-153.664551;-41.382076;56.212349
Flash middle above cat (JT);flash;-216.030762;-1954.634888;-164.028381;-19.463442;91.07016
Flash middle above elbow (JT);flash;-735.966858;-1862.124023;-145.537842;-25.136049;94.132477
Smoke CT spawn (JT);smoke;-1262.755615;-1350.03833;-19.712952;-43.302612;84.549072
Smoke CT spawn (JT);smoke;-1936.975342;-862.031372;-1.675415;-43.173904;67.035583
Smoke CT spawn (JT);smoke;-2143.968262;-1003.967896;-2.85553;-33.877632;60.333794
Smoke donut (JT);smoke;-1866.969238;-448.96875;76.381996;-21.581635;75.016136
Smoke temple (JT);smoke;-1774.25769;-1237.558105;-29.946411;-28.333261;86.05024
Smoke short (JT);smoke;1255.968262;-1479.96582;30.013294;-10.265729;108.869835
Smoke long (JT);smoke;1255.96875;-1479.966309;30.013599;-6.107743;93.544601
Smoke cave (JT);smoke;1255.967285;-1479.967285;30.013449;-11.136957;110.770683
Molo b default plant (JT);molotov;1127.352905;-1413.894531;60.03125;3.20649;100.216331
Smoke elbow (JT);smoke;-512.0;1696.0;26.8372;-27.056713;-101.701691
Smoke red room (JT);smoke;-735.968994;-2135.957275;-164.082214;-30.767935;85.191147
Molo behind crates;molotov;-1983.030518;235.893661;87.981766;-0.257278;79.361488
CT Ramp Smoke (JT);smoke;541.923523;935.959961;112.051208;-0.584063;-59.309719
Molo/Smoke B Main entrance to A;smoke;-1672.970947;1113.460815;52.03125;-20.47197;-116.990814
Molo ninja;molotov;1056.990479;-916.298767;9.03125;-24.769917;119.487358
Smoke short (JT);smoke;1056.990479;-916.298767;9.03125;-35.818321;109.904076
Smoke long (JT);smoke;1056.990479;-916.298767;9.03125;-10.009006;87.975594
Flash A site (pop);flash;-1868.96875;2.149075;83.03125;-2.871008;115.313965
Vent Molotov (JT);molotov;1116.37207;-961.798828;3.528252;-9.018937;128.710556
Smoke B doors (JT);smoke;-286.100098;1771.964966;28.201561;-21.760191;-49.718056
Smoke red room\nT Spawn 2 (JT);smoke;-456.0;-2288.0;-163.255737;-30.521589;92.000359
Red room\nT Spawn 1 (JT);smoke;-584.0;-2288.0;-162.422363;-34.719151;88.643944
Red room\nT Spawn 3;smoke;-328.0;-2288.0;-163.255737;-32.818371;94.019836
Red room\nT Spawn 4 (JT);smoke;-520.0;-2224.0;-163.255737;-41.055119;88.565155
Smoke A main\nCT Spawn 2 (JT);smoke;-192.0;1696.0;26.053043;-28.498816;-144.159698
Smoke A main\nCT Spawn 1 (JT);smoke;-256.0;1728.0;25.602573;-28.050041;-142.364471
Smoke A main\nCT Spawn 3 (JT);smoke;-448.0;1728.0;30.739716;-46.208755;-138.705048
Smoke A main\nCT Spawn 4 (JT);smoke;-352.0;1728.0;28.813251;-37.118587;-140.432648
Smoke A main\nCT Spawn 5 (JT);smoke;-512.0;1696.0;26.8372;-51.747154;-137.195557
Retake smoke donut (JT);smoke;-607.270813;1771.968628;28.892628;-65.348236;-119.431007
Retake smoke A main (JT);smoke;-66.03125;1771.96875;37.465809;-27.670424;-147.494507
Retake smoke ramp (JT);smoke;1004.03125;970.967102;100.986099;0.5591;-57.274643
Smoke donut (JT);smoke;-520.0;-2224.0;-163.255737;-42.292629;54.568794
Retake cave smoke (JT);smoke;1004.03125;970.96814;100.986053;-1.608341;-116.203491
Retake molo B default;molotov;1004.061768;970.968689;100.985924;-21.827494;-115.313995
Smoke temple;smoke;-1984.031372;291.969849;88.03125;-11.708333;63.729259
Smoke CT\nRed room entrance;smoke;-572.864441;412.125214;160.396088;-4.713445;68.578537
Smoke B alley (JT);smoke;-284.031372;-806.031555;37.400223;-64.123222;78.716331
Nade B site;he;816.987366;-859.540588;63.337196;4.91697;95.324539
Smoke heaven (JT);smoke;-391.96875;-2042.517334;-153.664551;-19.360199;82.765625
Smoke B Double doors (JT);smoke;450.109924;935.947571;109.623932;-17.433109;-49.596149
Flash lane (JT);flash;744.885193;497.203186;129.652817;3.69369;-95.658936
Smoke B alley;smoke;-775.967285;-879.96875;38.725098;-9.184993;56.408638
Molo behind donut - run throw;molotov;-587.681641;-341.999512;58.766682;-8.448159;158.403412
Smoke Cave;smoke;759.968628;-1636.03125;-59.131958;-29.304058;102.133003
Smoke donut (JT);smoke;-735.968201;-2135.96875;-164.082764;-27.291473;92.65329
Smoke Donut (JT);smoke;-1935.130127;-862.027954;-0.882202;-32.010654;74.62365
Smoke CT (JT);smoke;-990.96875;-244.966858;101.274399;-33.429947;93.39296
CT/HS Smoke (JT);smoke;-1235.96875;-1323.549194;-19.510925;-32.312611;82.972008
Smoke Short;smoke;1159.970703;-919.189636;9.031252;-39.336567;113.030594
Molo Long (JT);molotov;1159.972656;-919.187012;9.03125;-0.462712;85.879639
Smoke Heaven (JT);smoke;-392.0;-2224.0;-163.255737;-18.227037;84.479347
