2,Monster to Stairs/Street,-468.19806,944.2361,-159.95752,-32.320538,151.73567
1,Arch to Sniper (JT),188.91147,274.13403,-103.90497,-20.297054,77.371445
0,Connector to T-Bridge \nHE Compatible,44.449203,1431.5453,-150.72668,-30.704401,120.70763
1,Garden to Sniper (JT),1070.969,-169.96869,-151.95459,-42.706238,99.82877
0,Stairs to Upper Winery \nSmoke Compatible,-1487.0933,733.32983,-40.739136,-20.222351,42.78882
1,Market to Top Long (JT),732.0674,-500.42365,-159.95459,-44.858265,88.52903
1,Street to Left Alley (JT),-1326.6704,319.315,-157.78796,-64.72941,-68.987274
1,Garden to Top Long (JT),916.0328,60.99333,-151.76697,-39.792347,93.3592
1,T to Arch (JT),17.906172,2373.2144,46.290165,-9.054054,-81.35802
1,Left Alley to Ice Cream (JT),-887.3208,-551.32,-152.1507,-27.576782,94.57082
1,Right Alley to Bridge (JT),-448.09326,-1260.3599,-229.79053,-30.183819,99.30748
1,Market to Right Alley,400.08722,-252.96118,-159.95459,-54.449852,-137.55139
2,Flag to Street,-974.5309,6.943017,-159.45007,-28.962185,1.301866
2,House to Pizza/Alley,-716.0193,348.74628,8.031248,4.266221,4.374045
4,Lower Winery to Barrels,-215.65393,1728.0281,-151.51837,-16.512255,-151.64427
0,Basement to Bar \nHE/Flash Compatible,641.3746,2375.2942,0.031249046,-29.875658,79.41538
1,Monster to Mid (WJT),-470.33173,853.0317,-151.96875,-21.82017,39.748154
1,Stairs to Short (JT),-1486.4774,181.80237,-159.45013,-5.104804,61.418026
2,Bedroom to Bridge,-749.5855,589.18164,8.03125,-5.050962,0.657255
2,Stairs to Short (JT),-1377.4066,881.8093,8.108219,12.105382,44.921093
1,Pizza to Mid (JT),109.429,663.5404,-151.37097,-12.252848,121.673355
2,Short to Bar/Catwalk (WJT),-828.8404,1869.163,0.031247,-2.515186,25.25949
1,Alley to Mid (JT),523.2694,274.1313,-151.1388,-11.584969,125.53067
1,Basement to Bar \nAll Utilities Compatible,654.0319,2263.5469,0.43204975,-26.377645,96.326866
0,Street to Ice Cream,-1138.4769,130.01047,-150.54059,-17.106035,90.2396
1,Left Alley to Bridge (JT),-863.2025,-1257.8474,-231.91797,-28.236061,88.77684
4,Upper Winery to Barrels,-602.4143,1352.4216,-19.754272,-1.362908,-55.350803
1,Connector to T,541.644,1369.7263,-59.745483,-7.7847977,53.549023
